Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,Position
4713,shaquille o'neal,MIA,35,215.9,147.4174,Louisiana State,USA,1992,1,1,40,17.3,7.4,2.0,2.6,0.102,0.209,0.302,0.567,0.138,Jul-06,
4714,smush parker,LAL,26,193.04,81.64656,Fordham,USA,Undrafted,Undrafted,Undrafted,82,11.1,2.5,2.8,-2.5,0.022,0.075,0.183,0.526,0.141,Jul-06,
4715,delonte west,BOS,23,193.04,81.64656,Saint Joseph's,USA,2004,1,24,69,12.2,3.0,4.4,-6.1,0.017,0.097,0.193,0.526,0.237,Jul-06,
4716,marko jaric,MIN,28,200.66,101.604608,None,Serbia,2000,2,30,70,5.3,2.6,2.1,-5.7,0.043,0.1,0.134,0.51,0.147,Jul-06,
4717,mark blount,MIN,31,213.36,113.398,Pittsburgh,USA,1997,2,54,82,12.3,6.2,0.8,-6.0,0.066,0.166,0.199,0.546,0.045,Jul-06,
4718,jackie butler,SAS,22,208.28,117.93392,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,11,3.7,2.0,0.5,-15.9,0.071,0.186,0.234,0.52,0.088,Jul-06,
4719,jr smith,DEN,21,198.12,99.79024,None,USA,2004,1,18,63,13.0,2.3,1.4,3.1,0.023,0.084,0.227,0.585,0.098,Jul-06,
4720,jj redick,ORL,23,193.04,86.18248,Duke,USA,2006,1,11,42,6.0,1.2,0.9,-2.0,0.02,0.081,0.18,0.569,0.1,Jul-06,
4722,ivan mcfarlin,PHI,25,200.66,103.872568,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,11,1.4,1.0,0.1,-19.2,0.179,0.138,0.179,0.466,0.038,Jul-06,
4723,ira newble,CLE,32,200.66,99.79024,Miami (OH),USA,Undrafted,Undrafted,Undrafted,15,3.1,2.0,0.1,3.7,0.115,0.145,0.159,0.556,0.026,Jul-06,
4724,ime udoka,POR,29,195.58,99.79024,Portland State,USA,Undrafted,Undrafted,Undrafted,75,8.4,3.7,1.5,-3.6,0.054,0.111,0.137,0.569,0.085,Jul-06,
4725,ike diogu,IND,23,203.2,115.66596,Arizona State,USA,2005,1,9,59,6.2,3.4,0.4,-2.6,0.111,0.186,0.231,0.559,0.061,Jul-06,
4726,hilton armstrong,NOK,22,210.82,106.59412,Connecticut,USA,2006,1,12,56,3.1,2.7,0.2,-1.1,0.106,0.166,0.141,0.57,0.027,Jul-06,
4727,hedo turkoglu,ORL,28,208.28,99.79024,None,Turkey,2000,1,16,73,13.3,4.0,3.2,2.7,0.032,0.125,0.216,0.528,0.171,Jul-06,
4728,hassan adams,NJN,23,193.04,99.79024,Arizona,USA,2006,2,54,61,2.9,1.3,0.2,2.6,0.089,0.095,0.164,0.577,0.043,Jul-06,
4729,hakim warrick,MEM,24,205.74,99.336648,Syracuse,USA,2005,1,19,82,12.7,5.1,0.9,-9.0,0.072,0.163,0.221,0.592,0.064,Jul-06,
4730,greg buckner,DAL,30,193.04,95.25432,Clemson,USA,1998,2,53,76,4.0,2.1,0.9,2.2,0.032,0.105,0.12,0.486,0.082,Jul-06,
4732,gordan giricek,UTA,30,198.12,100.697424,None,Croatia,1999,2,40,61,7.8,2.1,1.0,5.7,0.026,0.112,0.186,0.566,0.09,Jul-06,
4733,gilbert arenas,WAS,25,193.04,97.52228,Arizona,USA,2001,2,30,74,28.4,4.6,6.0,1.6,0.023,0.109,0.307,0.565,0.257,Jul-06,
4734,gerald wallace,CHA,24,200.66,97.52228,Alabama,USA,2001,1,25,72,18.1,7.2,2.6,-4.6,0.061,0.176,0.225,0.568,0.123,Jul-06,
4735,jacque vaughn,SAS,32,185.42,86.18248,Kansas,USA,1997,1,27,64,3.0,1.1,2.0,13.4,0.013,0.087,0.151,0.491,0.27,Jul-06,
4736,jake tsakalidis,HOU,28,218.44,131.54168,None,Greece,2000,1,25,36,2.3,2.9,0.1,-1.5,0.122,0.192,0.137,0.471,0.022,Jul-06,
4737,jake voskuhl,CHA,29,210.82,115.66596,Connecticut,USA,2000,2,33,73,4.4,3.5,0.6,-6.1,0.095,0.216,0.157,0.523,0.067,Jul-06,
4738,jalen rose,PHX,34,203.2,97.52228,Michigan,USA,1994,1,13,29,3.7,0.8,0.6,-7.2,0.014,0.096,0.187,0.592,0.119,Jul-06,
4739,jason collins,NJN,28,213.36,117.93392,Stanford,USA,2001,1,18,80,2.1,4.0,0.6,3.3,0.059,0.144,0.072,0.408,0.034,Jul-06,
4740,jarvis hayes,WAS,25,203.2,103.418976,Georgia,USA,2003,1,10,81,7.2,2.6,1.0,-5.8,0.029,0.124,0.176,0.502,0.082,Jul-06,
4741,jarron collins,UTA,28,210.82,112.490816,Stanford,USA,2001,2,52,82,2.5,2.1,0.7,2.9,0.093,0.148,0.119,0.494,0.102,Jul-06,
4743,jared reiner,MIL,25,210.82,115.66596,Iowa,USA,Undrafted,Undrafted,Undrafted,27,1.2,2.6,0.5,-12.8,0.099,0.248,0.113,0.348,0.076,Jul-06,
4744,jared jeffries,NYK,25,210.82,108.86208,Indiana,USA,2002,1,11,55,4.1,4.3,1.2,-5.3,0.107,0.12,0.105,0.473,0.08,Jul-06,
4745,jannero pargo,NOK,27,185.42,79.3786,Arkansas,USA,Undrafted,Undrafted,Undrafted,82,9.2,2.2,2.5,-3.2,0.013,0.108,0.237,0.504,0.218,Jul-06,
4746,james white,SAS,24,200.66,90.7184,Cincinnati,USA,2006,2,31,6,8.3,3.3,0.8,-5.8,0.025,0.148,0.183,0.525,0.065,Jul-06,
4748,james singleton,LAC,25,203.2,104.32616,Murray State,USA,Undrafted,Undrafted,Undrafted,53,1.6,2.0,0.3,-0.2,0.106,0.219,0.135,0.449,0.075,Jul-06,
4749,james lang,WAS,23,208.28,138.34556,None,USA,2003,2,48,11,1.0,1.0,0.2,-0.3,0.104,0.109,0.115,0.491,0.054,Jul-06,
4751,james augustine,ORL,23,208.28,106.59412,Illinois,USA,2006,2,41,2,1.0,1.5,1.0,-18.6,0.25,0.286,0.202,0.333,0.333,Jul-06,
4753,jamal sampson,DEN,24,210.82,106.59412,California,USA,2002,2,46,22,1.1,2.2,0.2,-2.0,0.136,0.289,0.109,0.595,0.058,Jul-06,
4755,jamaal tinsley,IND,29,190.5,83.91452,Iowa State,USA,2001,1,27,72,12.8,3.3,6.9,-2.8,0.029,0.094,0.236,0.465,0.379,Jul-06,
4756,jamaal magloire,POR,29,210.82,120.20188,Kentucky,Canada,2000,1,19,81,6.5,6.1,0.4,-7.8,0.111,0.257,0.177,0.527,0.03,Jul-06,
4757,james posey,MIA,30,203.2,98.429464,Xavier,USA,1999,1,18,71,7.7,5.0,1.3,0.5,0.04,0.181,0.129,0.579,0.078,Jul-06,
4758,jason hart,LAC,29,190.5,83.91452,Syracuse,USA,2000,2,49,36,6.9,2.7,2.9,-2.5,0.02,0.124,0.154,0.509,0.195,Jul-06,
4760,francisco garcia,SAC,25,200.66,88.45044,Louisville,Dominican Republic,2005,1,23,79,6.0,2.6,1.1,-0.3,0.043,0.125,0.158,0.551,0.101,Jul-06,
4761,dwayne jones,CLE,24,210.82,113.851592,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,4,0.8,1.5,0.0,8.5,0.067,0.278,0.141,0.412,0.0,Jul-06,
4762,drew gooden,CLE,25,208.28,113.398,Kansas,USA,2002,1,4,80,11.1,8.5,1.1,0.6,0.134,0.225,0.203,0.508,0.067,Jul-06,
4763,doug christie,LAC,37,198.12,92.98636,Pepperdine,USA,1992,1,17,7,1.9,1.6,1.1,-18.6,0.041,0.119,0.134,0.355,0.182,Jul-06,
4764,dorell wright,MIA,21,203.2,92.98636,None,USA,2004,1,19,66,6.0,4.1,1.4,-4.3,0.038,0.213,0.171,0.489,0.126,Jul-06,
4765,donyell marshall,CLE,34,205.74,104.32616,Connecticut,USA,1994,1,4,81,7.0,4.0,0.6,3.0,0.072,0.201,0.193,0.536,0.058,Jul-06,
4766,donell taylor,WAS,24,195.58,87.543256,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,47,2.7,1.1,1.0,-11.6,0.038,0.126,0.216,0.422,0.236,Jul-06,
4768,dikembe mutombo,HOU,41,218.44,117.93392,Georgetown,Congo,1991,1,4,75,3.1,6.5,0.2,5.8,0.143,0.282,0.084,0.601,0.016,Jul-06,
4769,dijon thompson,ATL,24,203.2,90.7184,UCLA,USA,2005,2,54,6,2.8,1.3,0.3,-3.2,0.081,0.161,0.19,0.482,0.071,Jul-06,
4771,devin brown,NOK,28,195.58,99.79024,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,58,11.6,4.3,2.6,-0.8,0.038,0.138,0.196,0.538,0.143,Jul-06,
4772,devean george,DAL,29,203.2,106.59412,Augsburg,USA,1999,1,23,60,6.4,3.6,0.6,3.8,0.053,0.148,0.161,0.487,0.043,Jul-06,
4773,desmond mason,NOK,29,195.58,100.697424,Oklahoma State,USA,2000,1,17,75,13.7,4.6,1.5,-2.7,0.054,0.102,0.217,0.493,0.076,Jul-06,
4774,desmon farmer,SEA,25,195.58,99.79024,Southern California,USA,Undrafted,Undrafted,Undrafted,8,1.6,0.1,1.1,16.2,0.0,0.03,0.219,0.421,0.346,Jul-06,
4776,derek fisher,UTA,32,185.42,95.707912,Arkansas-Little Rock,USA,1996,1,24,82,10.1,1.8,3.3,2.5,0.016,0.063,0.183,0.51,0.183,Jul-06,
4777,derek anderson,CHA,32,195.58,88.45044,Kentucky,USA,1997,1,13,50,8.0,2.3,2.7,0.4,0.029,0.087,0.153,0.586,0.174,Jul-06,
4780,earl barron,MIA,25,213.36,111.13004,Memphis,USA,Undrafted,Undrafted,Undrafted,28,2.3,1.5,0.2,-6.3,0.112,0.143,0.238,0.357,0.045,Jul-06,
4781,earl boykins,MIL,31,165.1,60.327736,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,66,14.6,2.1,4.4,-5.9,0.026,0.05,0.213,0.548,0.241,Jul-06,
4782,francisco elson,SAS,31,213.36,106.59412,California,Netherlands,1999,2,41,70,5.0,4.8,0.8,7.0,0.079,0.223,0.146,0.552,0.063,Jul-06,
4783,flip murray,DET,27,190.5,89.357624,Shaw,USA,2002,2,41,69,6.7,1.6,2.7,1.4,0.021,0.068,0.186,0.474,0.207,Jul-06,
4784,fabricio oberto,SAS,32,208.28,111.13004,None,Argentina,Undrafted,Undrafted,Undrafted,79,4.4,4.7,0.9,8.0,0.122,0.208,0.129,0.575,0.075,Jul-06,
4785,etan thomas,WAS,29,208.28,117.93392,Syracuse,USA,2000,1,12,65,6.1,5.8,0.4,-2.2,0.127,0.237,0.147,0.585,0.036,Jul-06,
4786,esteban batista,ATL,23,208.28,121.562656,None,Uruguay,Undrafted,Undrafted,Undrafted,13,1.5,2.3,0.3,-21.2,0.095,0.315,0.129,0.524,0.105,Jul-06,
4788,erick dampier,DAL,31,210.82,120.20188,Mississippi State,USA,1996,1,10,76,7.1,7.4,0.6,11.5,0.144,0.212,0.129,0.642,0.034,Jul-06,
4789,eric williams,CHA,34,203.2,99.79024,Providence,USA,1995,1,14,21,2.6,0.8,0.3,2.1,0.032,0.128,0.238,0.508,0.103,Jul-06,
4790,fred jones,POR,28,187.96,99.79024,Oregon,USA,2002,1,14,63,6.5,1.8,1.7,-8.2,0.02,0.084,0.168,0.501,0.134,Jul-06,
4791,eric snow,CLE,34,190.5,92.98636,Michigan State,USA,1995,2,43,82,4.2,2.3,4.0,1.2,0.021,0.094,0.115,0.458,0.259,Jul-06,
4792,emeka okafor,CHA,24,208.28,114.305184,Connecticut,USA,2004,1,2,67,14.4,11.3,1.2,-2.2,0.126,0.249,0.192,0.554,0.06,Jul-06,
4793,elton brand,LAC,28,203.2,115.212368,Duke,USA,1999,1,1,80,20.5,9.3,2.9,0.0,0.104,0.185,0.239,0.581,0.142,Jul-06,
4794,eduardo najera,DEN,30,203.2,106.59412,Oklahoma,Mexico,2000,2,38,75,6.6,4.1,0.9,0.9,0.091,0.124,0.12,0.609,0.056,Jul-06,
4795,eddy curry,NYK,24,210.82,129.27372,None,USA,2001,1,4,81,19.5,7.0,0.8,-6.0,0.085,0.156,0.258,0.603,0.045,Jul-06,
4796,eddie jones,MIA,35,198.12,90.7184,Temple,USA,1994,1,10,64,7.7,3.0,1.7,-1.1,0.023,0.116,0.149,0.542,0.111,Jul-06,
4797,eddie house,NJN,29,185.42,79.3786,Arizona State,USA,2000,2,37,56,8.4,1.6,1.2,-4.5,0.016,0.101,0.222,0.536,0.127,Jul-06,
4798,eddie griffin,MIN,25,205.74,100.697424,Seton Hall,USA,2001,1,7,13,1.4,1.9,0.3,-42.8,0.08,0.228,0.168,0.308,0.083,Jul-06,
4799,earl watson,SEA,28,185.42,88.45044,UCLA,USA,2001,2,39,77,9.4,2.4,5.7,-3.8,0.019,0.085,0.193,0.483,0.318,Jul-06,
4800,eric piatkowski,PHX,36,200.66,97.52228,Nebraska,USA,1994,1,15,11,2.5,0.8,0.4,-7.8,0.03,0.101,0.208,0.522,0.085,Jul-06,
4801,jason kapono,MIA,26,203.2,97.52228,UCLA,USA,2003,2,31,67,10.9,2.7,1.2,1.1,0.018,0.098,0.179,0.613,0.079,Jul-06,
4802,jason kidd,NJN,34,193.04,95.25432,California,USA,1994,1,2,80,13.0,8.2,9.2,1.8,0.054,0.208,0.192,0.516,0.405,Jul-06,
4803,jason maxiell,DET,24,200.66,117.93392,Cincinnati,USA,2005,1,26,67,5.0,2.8,0.2,4.6,0.111,0.114,0.186,0.518,0.025,Jul-06,
4804,linas kleiza,DEN,22,203.2,111.13004,Missouri,Lithuania,2005,1,27,79,7.6,3.4,0.6,2.1,0.058,0.145,0.175,0.561,0.047,Jul-06,
4805,leon powe,BOS,23,203.2,108.86208,California,USA,2006,2,49,63,4.2,3.4,0.2,-3.6,0.152,0.22,0.178,0.549,0.026,Jul-06,
4808,lawrence roberts,MEM,24,205.74,108.86208,Mississippi State,USA,2005,2,55,54,5.2,4.8,0.6,-2.8,0.118,0.204,0.139,0.533,0.048,Jul-06,
4809,larry hughes,CLE,28,195.58,83.460928,Saint Louis,USA,1998,1,8,70,14.9,3.8,3.7,4.3,0.018,0.104,0.216,0.48,0.162,Jul-06,
4810,lamar odom,LAL,27,208.28,104.32616,Rhode Island,USA,1999,1,4,56,15.9,9.8,4.8,1.1,0.055,0.232,0.196,0.552,0.193,Jul-06,
4814,kwame brown,LAL,25,210.82,122.46984,None,USA,2001,1,1,41,8.4,6.0,1.8,2.1,0.092,0.179,0.152,0.573,0.097,Jul-06,
4815,kurt thomas,PHX,34,205.74,106.59412,Texas Christian,USA,1995,1,10,67,4.6,5.7,0.4,11.5,0.088,0.276,0.123,0.531,0.026,Jul-06,
4817,kobe bryant,LAL,28,198.12,99.79024,None,USA,1996,1,13,77,31.6,5.7,5.4,0.6,0.028,0.132,0.333,0.58,0.249,Jul-06,
4818,kirk snyder,HOU,24,198.12,102.0582,Nevada,USA,2004,1,16,39,4.9,2.1,1.0,-1.0,0.035,0.137,0.175,0.536,0.125,Jul-06,
4819,kirk hinrich,CHI,26,190.5,86.18248,Kansas,USA,2003,1,7,80,16.6,3.4,6.3,6.0,0.013,0.095,0.216,0.559,0.291,Jul-06,
4820,keyon dooling,ORL,27,190.5,88.45044,Missouri,USA,2000,1,10,66,7.9,1.3,1.7,0.1,0.019,0.056,0.19,0.501,0.135,Jul-06,
4821,lindsey hunter,DET,36,187.96,88.45044,Jackson State,USA,1993,1,10,52,4.9,0.9,1.8,-2.8,0.014,0.061,0.187,0.495,0.225,Jul-06,
4822,linton johnson,NOK,27,203.2,92.98636,Tulane,USA,Undrafted,Undrafted,Undrafted,54,4.2,3.0,0.3,1.7,0.083,0.184,0.149,0.548,0.041,Jul-06,
4823,lorenzen wright,ATL,31,210.82,115.66596,Memphis,USA,1996,1,7,67,2.6,3.2,0.6,-7.1,0.096,0.157,0.106,0.439,0.06,Jul-06,
4824,lou amundson,PHI,24,205.74,102.0582,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,11,1.5,2.5,0.1,-13.1,0.141,0.192,0.12,0.412,0.02,Jul-06,
4825,mardy collins,NYK,22,198.12,99.79024,Temple,USA,2006,1,29,52,4.5,2.0,1.6,-6.1,0.043,0.12,0.188,0.445,0.188,Jul-06,
4826,marcus williams,NJN,21,190.5,92.98636,Connecticut,USA,2006,1,22,79,6.8,2.1,3.3,-0.3,0.026,0.117,0.25,0.474,0.346,Jul-06,
4827,marcus vinicius,NOK,23,203.2,102.0582,None,USA,2006,2,43,13,1.7,0.8,0.4,-22.4,0.028,0.114,0.109,0.608,0.069,Jul-06,
4828,marcus camby,DEN,33,210.82,106.59412,Massachusetts,USA,1996,1,2,70,11.2,11.7,3.2,3.2,0.08,0.3,0.159,0.519,0.137,Jul-06,
4829,marcus banks,PHX,25,187.96,90.7184,Nevada-Las Vegas,USA,2003,1,13,45,4.9,0.8,1.3,-12.7,0.022,0.067,0.237,0.497,0.223,Jul-06,
4830,marc jackson,NOK,32,208.28,114.758776,Temple,USA,1997,2,37,56,7.3,3.4,1.0,-8.6,0.07,0.154,0.227,0.471,0.099,Jul-06,
4832,malik rose,NYK,32,200.66,115.66596,Drexel,USA,1996,2,44,65,3.0,2.7,1.0,-7.3,0.069,0.189,0.155,0.46,0.135,Jul-06,
4833,kevinn pinkney,BOS,23,208.28,111.13004,Nevada,USA,Undrafted,Undrafted,Undrafted,6,5.2,2.5,0.8,-4.6,0.076,0.118,0.151,0.501,0.078,Jul-06,
4834,malik allen,CHI,29,208.28,115.66596,Villanova,USA,Undrafted,Undrafted,Undrafted,60,4.0,2.0,0.3,5.9,0.076,0.138,0.207,0.443,0.041,Jul-06,
4835,lynn greer,MIL,27,187.96,79.3786,Temple,USA,Undrafted,Undrafted,Undrafted,41,4.1,0.7,1.3,-1.1,0.006,0.069,0.185,0.538,0.205,Jul-06,
4836,luther head,HOU,24,190.5,83.91452,Illinois,USA,2005,1,24,80,10.9,3.2,2.4,2.5,0.016,0.115,0.184,0.584,0.155,Jul-06,
4838,luke walton,LAL,27,203.2,105.233344,Arizona,USA,2003,2,32,60,11.4,5.0,4.3,-0.5,0.052,0.123,0.165,0.551,0.194,Jul-06,
4839,luke schenscher,POR,25,215.9,120.20188,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,11,1.7,2.3,0.1,-4.3,0.098,0.153,0.117,0.364,0.014,Jul-06,
4840,luke ridnour,SEA,26,185.42,75.749864,Oregon,USA,2003,1,14,71,11.0,2.3,5.2,-3.9,0.016,0.078,0.198,0.509,0.276,Jul-06,
4841,luke jackson,TOR,25,200.66,97.52228,Oregon,USA,2004,1,10,13,3.7,0.8,1.0,-9.6,0.016,0.071,0.182,0.511,0.157,Jul-06,
4843,maceo baston,IND,31,208.28,104.32616,Michigan,USA,1998,2,58,47,2.9,1.6,0.3,-3.8,0.066,0.171,0.146,0.714,0.067,Jul-06,
4844,kevin willis,DAL,44,213.36,111.13004,Michigan State,USA,1984,1,11,5,2.4,1.6,0.2,11.9,0.063,0.222,0.184,0.432,0.034,Jul-06,
4845,kevin ollie,PHI,34,190.5,88.45044,Connecticut,USA,Undrafted,Undrafted,Undrafted,53,3.8,1.4,2.5,-8.3,0.011,0.088,0.133,0.481,0.229,Jul-06,
4846,kevin martin,SAC,24,200.66,83.91452,Western Carolina,USA,2004,1,26,80,20.2,4.3,2.2,-3.0,0.028,0.119,0.23,0.614,0.108,Jul-06,
4847,jorge garbajosa,TOR,29,205.74,111.13004,None,USA,Undrafted,Undrafted,Undrafted,67,8.5,4.9,1.9,3.5,0.03,0.175,0.155,0.503,0.099,Jul-06,
4849,john salmons,SAC,27,198.12,93.893544,Miami (FL),USA,2002,1,26,79,8.5,3.3,3.2,-3.5,0.026,0.121,0.155,0.553,0.196,Jul-06,
4850,john lucas iii,HOU,24,180.34,74.84268,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,47,3.3,0.8,0.7,-1.5,0.026,0.089,0.223,0.468,0.167,Jul-06,
4851,deshawn stevenson,WAS,26,195.58,98.883056,None,USA,2000,1,23,82,11.2,2.6,2.7,-1.9,0.025,0.078,0.174,0.542,0.139,Jul-06,
4852,joey graham,TOR,25,200.66,102.0582,Oklahoma State,USA,2005,1,16,79,6.4,3.1,0.6,2.7,0.05,0.173,0.173,0.564,0.053,Jul-06,
4853,joel przybilla,POR,27,215.9,115.66596,Minnesota,USA,2000,1,9,43,2.0,3.9,0.3,-2.9,0.103,0.191,0.089,0.467,0.027,Jul-06,
4854,joe smith,PHI,31,208.28,102.0582,Maryland,USA,1995,1,1,65,8.5,6.2,0.8,-0.1,0.097,0.22,0.186,0.51,0.055,Jul-06,
4857,jerome james,NYK,31,215.9,127.00576,Florida A&M,USA,1998,2,36,41,1.9,1.6,0.1,-13.2,0.08,0.176,0.186,0.437,0.023,Jul-06,
4858,jermaine o'neal,IND,28,210.82,117.93392,None,USA,1996,1,17,69,19.4,9.6,2.4,-0.5,0.07,0.236,0.284,0.5,0.128,Jul-06,
4859,jeremy richardson,POR,23,200.66,88.45044,Delta State,USA,Undrafted,Undrafted,Undrafted,6,1.3,0.3,0.0,-5.6,0.071,0.067,0.142,0.667,0.0,Jul-06,
4860,jeff mcinnis,CHA,32,193.04,86.18248,North Carolina,USA,1996,2,37,38,4.3,1.6,3.3,-7.5,0.024,0.087,0.156,0.423,0.276,Jul-06,
4861,jeff foster,IND,30,210.82,113.398,Texas State,USA,1999,1,21,75,4.3,8.1,0.8,-1.3,0.161,0.248,0.099,0.513,0.049,Jul-06,
4864,jason richardson,GSW,26,198.12,102.0582,Michigan State,USA,2001,1,5,51,16.0,5.1,3.4,2.7,0.046,0.126,0.221,0.512,0.153,Jul-06,
4865,jerry stackhouse,DAL,32,198.12,98.883056,North Carolina,USA,1995,1,3,67,12.0,2.2,2.8,7.3,0.029,0.079,0.244,0.537,0.195,Jul-06,
4866,mark madsen,MIN,31,205.74,113.398,Stanford,USA,2000,1,29,56,1.1,1.6,0.2,0.4,0.096,0.129,0.076,0.547,0.031,Jul-06,
4867,josh boone,NJN,22,208.28,111.13004,Connecticut,USA,2006,1,23,61,4.2,2.9,0.2,4.0,0.111,0.185,0.174,0.587,0.027,Jul-06,
4868,josh howard,DAL,27,200.66,95.25432,Wake Forest,USA,2003,1,29,70,18.9,6.8,1.8,9.7,0.065,0.169,0.251,0.548,0.088,Jul-06,
4869,kevin garnett,MIN,31,210.82,114.758776,None,USA,1995,1,5,76,22.4,12.8,4.1,-0.5,0.077,0.308,0.276,0.546,0.19,Jul-06,
4870,kenyon martin,DEN,29,205.74,108.86208,Cincinnati,USA,2000,1,1,2,9.5,10.0,0.5,-4.4,0.098,0.246,0.173,0.446,0.023,Jul-06,
4871,kenny thomas,SAC,29,200.66,111.13004,New Mexico,USA,1999,1,22,62,5.3,6.1,1.2,-5.8,0.108,0.216,0.136,0.492,0.085,Jul-06,
4872,kendrick perkins,BOS,22,208.28,127.00576,None,USA,2003,1,27,72,4.5,5.2,1.3,-4.0,0.083,0.195,0.124,0.518,0.095,Jul-06,
4873,kelvin cato,NYK,32,210.82,124.7378,Iowa State,USA,1997,1,15,18,1.2,1.7,0.0,-3.4,0.121,0.209,0.159,0.403,0.0,Jul-06,
4874,kelenna azubuike,GSW,23,195.58,99.79024,Kentucky,England,Undrafted,Undrafted,Undrafted,41,7.1,2.3,0.7,-9.9,0.04,0.11,0.187,0.572,0.068,Jul-06,
4875,keith mcleod,IND,27,187.96,86.18248,Bowling Green,USA,Undrafted,Undrafted,Undrafted,48,4.8,0.9,1.9,-2.2,0.006,0.063,0.163,0.52,0.184,Jul-06,
4876,keith bogans,ORL,27,195.58,97.52228,Kentucky,USA,2003,2,43,59,5.1,1.6,1.0,2.6,0.021,0.095,0.151,0.546,0.094,Jul-06,
4877,josh childress,ATL,24,203.2,95.25432,Stanford,USA,2004,1,6,55,13.0,6.2,2.3,-2.2,0.072,0.128,0.157,0.586,0.108,Jul-06,
4878,juwan howard,HOU,34,205.74,113.398,Michigan,USA,1994,1,5,80,9.7,5.9,1.6,3.0,0.077,0.184,0.191,0.517,0.105,Jul-06,
4879,justin reed,MIN,25,203.2,108.86208,Mississippi,USA,2004,2,40,41,2.6,1.1,0.4,-13.1,0.053,0.117,0.194,0.441,0.085,Jul-06,
4880,junior harrington,MEM,26,193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,29,5.2,2.3,3.1,-2.5,0.028,0.124,0.173,0.483,0.246,Jul-06,
4881,jumaine jones,PHX,28,203.2,104.32616,Georgia,USA,1999,1,27,18,2.2,1.3,0.1,-5.8,0.045,0.153,0.195,0.386,0.011,Jul-06,
4882,julius hodge,MIL,23,200.66,99.79024,North Carolina State,USA,2005,1,20,9,1.7,0.9,1.3,-2.3,0.031,0.09,0.114,0.545,0.293,Jul-06,
4883,juan dixon,TOR,28,190.5,74.389088,Maryland,USA,2002,1,17,81,9.6,2.0,1.5,-3.0,0.017,0.085,0.204,0.516,0.112,Jul-06,
4884,josh smith,ATL,21,205.74,106.59412,None,USA,2004,1,17,72,16.4,8.6,3.3,-4.2,0.073,0.206,0.239,0.506,0.157,Jul-06,
4885,josh powell,GSW,24,205.74,102.0582,North Carolina State,USA,Undrafted,Undrafted,Undrafted,37,3.1,2.4,0.6,-16.7,0.072,0.189,0.168,0.52,0.1,Jul-06,
4886,justin williams,SAC,23,208.28,104.32616,Wyoming,USA,Undrafted,Undrafted,Undrafted,26,5.0,4.4,0.1,-7.6,0.171,0.229,0.174,0.566,0.01,Jul-06,
4887,dee brown,UTA,22,182.88,82.100152,Illinois,USA,2006,2,46,49,1.9,0.8,1.7,2.1,0.021,0.092,0.141,0.411,0.269,Jul-06,
4888,jason maxiell,DET,25,200.66,117.93392,Cincinnati,USA,2005,1,26,82,7.9,5.3,0.6,5.2,0.12,0.175,0.166,0.576,0.042,Aug-07,
4889,jason richardson,CHA,27,198.12,102.0582,Michigan State,USA,2001,1,5,82,21.8,5.4,3.1,-4.1,0.029,0.131,0.258,0.554,0.149,Aug-07,
4890,bobby simmons,MIL,28,198.12,104.32616,DePaul,USA,2001,2,41,70,7.6,3.2,1.1,-8.0,0.048,0.133,0.179,0.504,0.087,Aug-07,
4891,earl watson,SEA,29,185.42,83.91452,UCLA,USA,2001,2,39,78,10.7,2.9,6.8,-10.1,0.021,0.087,0.188,0.517,0.359,Aug-07,
4892,eddie gill,SEA,29,182.88,83.007336,Weber State,USA,Undrafted,Undrafted,Undrafted,14,2.7,1.6,1.6,-10.4,0.007,0.16,0.14,0.543,0.297,Aug-07,
4893,eddie house,BOS,30,185.42,79.3786,Arizona State,USA,2000,2,37,78,7.5,2.1,1.9,9.2,0.016,0.117,0.194,0.534,0.182,Aug-07,
4894,eddie jones,DAL,36,198.12,90.7184,Temple,USA,1994,1,10,47,3.7,2.8,1.5,7.4,0.023,0.145,0.11,0.473,0.105,Aug-07,
4895,eddy curry,NYK,25,210.82,129.27372,None,USA,2001,1,4,59,13.2,4.7,0.5,-15.0,0.085,0.124,0.241,0.578,0.04,Aug-07,
4896,eduardo najera,DEN,31,203.2,106.59412,Oklahoma,Mexico,2000,2,38,78,5.9,4.3,1.2,9.7,0.074,0.143,0.119,0.57,0.079,Aug-07,
4897,elton brand,LAC,29,203.2,115.212368,Duke,USA,1999,1,1,8,17.6,8.0,2.0,-16.5,0.088,0.172,0.252,0.523,0.103,Aug-07,
4898,emeka okafor,CHA,25,208.28,115.66596,Connecticut,USA,2004,1,2,82,13.8,10.7,0.9,-4.6,0.108,0.262,0.201,0.553,0.044,Aug-07,
