Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_year,total_points
4313,Aaron McKie,LAL,33,195.58,94.800728,Temple,USA,1994,1,17,14,0.5,1.4,0.8,-6.2,0.03,0.168,0.06,0.272,0.147,Jun-05,,7.0
4333,Andrew Bynum,LAL,18,213.36,124.7378,None,USA,2005,1,10,46,1.6,1.7,0.2,-4.0,0.11,0.154,0.152,0.394,0.044,Jun-05,,73.60000000000001
4339,Chris Mihm,LAL,26,213.36,120.20188,Texas,USA,2000,1,7,59,10.2,6.3,1.0,1.4,0.11,0.18,0.185,0.552,0.063,Jun-05,,601.8
4410,Devin Green,LAL,23,200.66,96.161504,Hampton,USA,Undrafted,Undrafted,Undrafted,27,0.9,0.9,0.3,-16.1,0.085,0.117,0.144,0.336,0.097,Jun-05,,24.3
4413,Devean George,LAL,28,203.2,106.59412,Augsburg,USA,1999,1,23,71,6.3,3.9,1.0,2.7,0.06,0.145,0.153,0.484,0.073,Jun-05,,447.3
4485,Brian Cook,LAL,26,205.74,117.026736,Illinois,USA,2003,1,24,65,6.9,3.3,1.0,2.4,0.071,0.178,0.211,0.525,0.1,Jul-06,,448.5
4512,Aaron McKie,LAL,34,195.58,94.800728,Temple,USA,1994,1,17,10,2.2,1.8,1.3,-4.0,0.009,0.155,0.089,0.647,0.165,Jul-06,,22.0
4515,Andrew Bynum,LAL,19,213.36,124.7378,None,USA,2005,1,10,82,7.8,5.9,1.1,-2.4,0.092,0.212,0.166,0.593,0.085,Jul-06,,639.6
4597,Maurice Evans,LAL,28,195.58,99.79024,Texas,USA,Undrafted,Undrafted,Undrafted,76,8.4,2.9,1.0,0.3,0.064,0.087,0.176,0.523,0.07,Jul-06,,638.4
4666,Vladimir Radmanovic,LAL,26,208.28,106.140528,None,Serbia,2001,1,12,55,6.6,3.3,1.2,-6.3,0.062,0.152,0.189,0.518,0.113,Jul-06,,363.0
4680,Sasha Vujacic,LAL,23,200.66,88.45044,None,Slovenia,2004,1,27,73,4.3,1.5,0.9,-3.0,0.034,0.105,0.155,0.54,0.107,Jul-06,,313.9
4691,Ronny Turiaf,LAL,24,208.28,112.944408,Gonzaga,France,2005,2,37,72,5.3,3.6,0.9,0.2,0.09,0.188,0.155,0.586,0.092,Jul-06,,381.59999999999997
4693,Shammond Williams,LAL,32,185.42,91.171992,North Carolina,USA,1998,2,34,30,3.1,1.3,1.0,-4.8,0.036,0.102,0.137,0.53,0.15,Jul-06,,93.0
4714,Smush Parker,LAL,26,193.04,81.64656,Fordham,USA,Undrafted,Undrafted,Undrafted,82,11.1,2.5,2.8,-2.5,0.022,0.075,0.183,0.526,0.141,Jul-06,,910.1999999999999
4810,Lamar Odom,LAL,27,208.28,104.32616,Rhode Island,USA,1999,1,4,56,15.9,9.8,4.8,1.1,0.055,0.232,0.196,0.552,0.193,Jul-06,,890.4
4814,Kwame Brown,LAL,25,210.82,122.46984,None,USA,2001,1,1,41,8.4,6.0,1.8,2.1,0.092,0.179,0.152,0.573,0.097,Jul-06,,344.40000000000003
4817,Kobe Bryant,LAL,28,198.12,99.79024,None,USA,1996,1,13,77,31.6,5.7,5.4,0.6,0.028,0.132,0.333,0.58,0.249,Jul-06,,2433.2000000000003
4838,Luke Walton,LAL,27,203.2,105.233344,Arizona,USA,2003,2,32,60,11.4,5.0,4.3,-0.5,0.052,0.123,0.165,0.551,0.194,Jul-06,,684.0
4848,Jordan Farmar,LAL,20,187.96,81.64656,UCLA,USA,2006,1,26,72,4.4,1.7,1.9,1.7,0.025,0.106,0.163,0.515,0.204,Jul-06,,316.8
4943,Derek Fisher,LAL,33,185.42,95.25432,Arkansas-Little Rock,USA,1996,1,24,82,11.7,2.1,2.9,6.5,0.012,0.069,0.185,0.556,0.157,Aug-07,,959.4
4957,Vladimir Radmanovic,LAL,27,208.28,106.59412,None,Serbia,2001,1,12,65,8.4,3.3,1.9,11.0,0.046,0.117,0.16,0.583,0.114,Aug-07,,546.0
4966,Trevor Ariza,LAL,23,203.2,95.25432,UCLA,USA,2004,2,43,35,5.5,3.1,1.3,3.1,0.063,0.15,0.154,0.568,0.125,Aug-07,,192.5
4978,Ira Newble,LAL,33,200.66,99.79024,Miami (OH),USA,Undrafted,Undrafted,Undrafted,49,3.8,2.6,0.4,-11.0,0.07,0.135,0.141,0.507,0.044,Aug-07,,186.2
5014,Andrew Bynum,LAL,20,213.36,129.27372,None,USA,2005,1,10,35,13.1,10.2,1.7,10.8,0.121,0.256,0.171,0.659,0.091,Aug-07,,458.5
5059,Chris Mihm,LAL,28,213.36,120.20188,Texas,USA,2000,1,7,23,3.6,3.3,0.6,-1.2,0.111,0.18,0.195,0.384,0.071,Aug-07,,82.8
5067,Coby Karl,LAL,25,195.58,97.52228,Boise State,USA,Undrafted,Undrafted,Undrafted,17,1.8,0.8,0.5,16.1,0.045,0.143,0.218,0.493,0.184,Aug-07,,30.6
5073,DJ Mbenga,LAL,27,213.36,115.66596,None,Democratic Republic of the Congo,Undrafted,Undrafted,Undrafted,42,2.0,1.7,0.2,1.8,0.086,0.151,0.136,0.465,0.044,Aug-07,,84.0
5120,Luke Walton,LAL,28,203.2,106.59412,Arizona,USA,2003,2,32,74,7.2,3.9,2.9,6.2,0.056,0.127,0.159,0.509,0.182,Aug-07,,532.8000000000001
5136,Lamar Odom,LAL,28,208.28,104.32616,Rhode Island,USA,1999,1,4,77,14.2,10.6,3.5,8.1,0.077,0.225,0.165,0.582,0.138,Aug-07,,1093.3999999999999
5174,Jordan Farmar,LAL,21,187.96,81.64656,UCLA,USA,2006,1,26,82,9.1,2.2,2.7,8.6,0.027,0.092,0.204,0.563,0.209,Aug-07,,746.1999999999999
5201,Kobe Bryant,LAL,29,198.12,92.98636,None,USA,1996,1,13,82,28.3,6.3,5.4,8.5,0.034,0.141,0.312,0.576,0.236,Aug-07,,2320.6
5234,Sasha Vujacic,LAL,24,200.66,92.98636,None,Slovenia,2004,1,27,72,8.8,2.1,1.0,5.4,0.017,0.117,0.202,0.605,0.087,Aug-07,,633.6
5245,Ronny Turiaf,LAL,25,208.28,113.398,Gonzaga,France,2005,2,37,78,6.6,3.9,1.6,5.1,0.076,0.153,0.168,0.539,0.13,Aug-07,,514.8
5315,Pau Gasol,LAL,27,213.36,113.398,None,Spain,2001,1,3,66,18.9,8.4,3.2,4.9,0.079,0.187,0.226,0.594,0.148,Aug-07,,1247.3999999999999
5354,Jordan Farmar,LAL,22,187.96,81.64656,UCLA,USA,2006,1,26,65,6.4,1.8,2.4,1.7,0.021,0.089,0.194,0.466,0.194,Sep-08,,416.0
5385,Lamar Odom,LAL,29,208.28,104.32616,Rhode Island,USA,1999,1,4,78,11.3,8.2,2.6,14.8,0.088,0.221,0.181,0.542,0.126,Sep-08,,881.4000000000001
5401,Josh Powell,LAL,26,205.74,108.86208,North Carolina State,USA,Undrafted,Undrafted,Undrafted,60,4.2,2.9,0.5,-9.2,0.115,0.169,0.194,0.479,0.06,Sep-08,,252.0
5420,Kobe Bryant,LAL,30,198.12,92.98636,None,USA,1996,1,13,82,26.8,5.2,4.9,10.8,0.035,0.127,0.322,0.561,0.232,Sep-08,,2197.6
5428,Derek Fisher,LAL,34,185.42,95.25432,Arkansas-Little Rock,USA,1996,1,24,82,9.9,2.3,3.2,10.7,0.012,0.074,0.148,0.546,0.146,Sep-08,,811.8000000000001
5448,Luke Walton,LAL,29,203.2,106.59412,Arizona,USA,2003,2,32,65,5.0,2.8,2.7,8.1,0.054,0.116,0.15,0.491,0.204,Sep-08,,325.0
5517,Shannon Brown,LAL,23,193.04,95.707912,Michigan State,USA,2006,1,25,48,4.2,0.9,0.8,-3.0,0.029,0.084,0.213,0.554,0.139,Sep-08,,201.60000000000002
5553,Sasha Vujacic,LAL,25,200.66,92.98636,None,Slovenia,2004,1,27,80,5.8,1.7,1.4,2.6,0.016,0.103,0.158,0.531,0.13,Sep-08,,464.0
5576,DJ Mbenga,LAL,28,213.36,115.66596,None,Democratic Republic of the Congo,Undrafted,Undrafted,Undrafted,23,2.7,1.3,0.4,0.4,0.054,0.126,0.18,0.504,0.078,Sep-08,,62.1
5597,Trevor Ariza,LAL,24,203.2,95.25432,UCLA,USA,2004,2,43,82,8.9,4.3,1.8,8.1,0.064,0.138,0.167,0.544,0.106,Sep-08,,729.8000000000001
5682,Pau Gasol,LAL,28,213.36,113.398,None,Spain,2001,1,3,81,18.9,9.6,3.5,9.1,0.101,0.194,0.205,0.617,0.146,Sep-08,,1530.8999999999999
5691,Adam Morrison,LAL,24,203.2,92.98636,Gonzaga,USA,2006,1,3,52,4.0,1.5,0.8,-7.4,0.032,0.11,0.177,0.448,0.101,Sep-08,,208.0
5733,Chris Mihm,LAL,29,213.36,120.20188,Texas,USA,2000,1,7,18,2.0,1.9,0.6,-17.2,0.153,0.184,0.219,0.418,0.172,Sep-08,,36.0
5776,Andrew Bynum,LAL,21,213.36,129.27372,None,USA,2005,1,10,50,14.3,8.0,1.4,7.6,0.108,0.2,0.21,0.598,0.076,Sep-08,,715.0
5821,Sasha Vujacic,LAL,26,200.66,92.98636,None,Slovenia,2004,1,27,67,2.8,1.2,0.6,-2.8,0.045,0.11,0.148,0.518,0.113,Oct-09,,187.6
5826,Pau Gasol,LAL,29,213.36,113.398,None,Spain,2001,1,3,65,18.3,11.3,3.4,6.2,0.116,0.228,0.213,0.593,0.147,Oct-09,,1189.5
5907,Shannon Brown,LAL,24,193.04,95.25432,Michigan State,USA,2006,1,25,82,8.1,2.2,1.3,1.0,0.02,0.1,0.189,0.517,0.105,Oct-09,,664.1999999999999
5912,Andrew Bynum,LAL,22,213.36,129.27372,None,USA,2005,1,10,65,15.0,8.3,1.0,6.0,0.103,0.203,0.208,0.608,0.055,Oct-09,,975.0
5935,Adam Morrison,LAL,25,203.2,92.98636,Gonzaga,USA,2006,1,3,31,2.4,1.0,0.6,-9.1,0.044,0.101,0.183,0.418,0.121,Oct-09,,74.39999999999999
6046,DJ Mbenga,LAL,29,213.36,115.66596,None,Democratic Republic of the Congo,Undrafted,Undrafted,Undrafted,49,2.1,1.8,0.2,-2.4,0.093,0.166,0.166,0.471,0.037,Oct-09,,102.9
6049,Derek Fisher,LAL,35,185.42,95.25432,Arkansas-Little Rock,USA,1996,1,24,82,7.5,2.1,2.5,7.5,0.013,0.072,0.139,0.499,0.125,Oct-09,,615.0
6089,Luke Walton,LAL,30,203.2,106.59412,Arizona,USA,2003,2,32,29,2.4,1.3,1.4,-8.5,0.046,0.109,0.161,0.402,0.223,Oct-09,,69.6
6101,Lamar Odom,LAL,30,208.28,104.32616,Rhode Island,USA,1999,1,4,82,10.8,9.8,3.3,6.1,0.08,0.263,0.17,0.533,0.159,Oct-09,,885.6
6127,Metta World Peace,LAL,30,200.66,117.93392,St. John's (NY),USA,1999,1,16,77,11.0,4.3,3.0,6.8,0.043,0.098,0.163,0.514,0.132,Oct-09,,847.0
6144,Kobe Bryant,LAL,31,198.12,92.98636,None,USA,1996,1,13,73,27.0,5.4,5.0,8.5,0.032,0.122,0.323,0.545,0.23,Oct-09,,1971.0
6194,Josh Powell,LAL,27,205.74,108.86208,North Carolina State,USA,Undrafted,Undrafted,Undrafted,63,2.7,1.8,0.6,-5.6,0.08,0.147,0.186,0.407,0.097,Oct-09,,170.10000000000002
6200,Jordan Farmar,LAL,23,187.96,81.64656,UCLA,USA,2006,1,26,82,7.2,1.6,1.5,2.4,0.011,0.088,0.192,0.535,0.139,Oct-09,,590.4
6297,Kobe Bryant,LAL,32,198.12,92.98636,None,USA,1996,1,13,82,25.3,5.1,4.7,7.7,0.035,0.135,0.35,0.548,0.258,Nov-10,,2074.6
6433,Derek Fisher,LAL,36,185.42,95.25432,Arkansas-Little Rock,USA,1996,1,24,82,6.8,1.9,2.7,9.3,0.007,0.067,0.127,0.486,0.134,Nov-10,,557.6
6436,Derrick Caracter,LAL,23,205.74,124.7378,Texas-El Paso,USA,2010,2,58,41,2.0,1.0,0.2,-8.4,0.109,0.122,0.196,0.532,0.054,Nov-10,,82.0
6439,Devin Ebanks,LAL,21,205.74,97.52228,West Virginia,USA,2010,2,43,20,3.1,1.4,0.1,-14.1,0.129,0.102,0.237,0.507,0.033,Nov-10,,62.0
6468,Steve Blake,LAL,31,190.5,78.017824,Maryland,USA,2003,2,38,79,4.0,2.0,2.2,3.6,0.014,0.094,0.115,0.5,0.157,Nov-10,,316.0
6484,Shannon Brown,LAL,25,193.04,95.25432,Michigan State,USA,2006,1,25,82,8.7,1.9,1.2,4.0,0.026,0.083,0.222,0.518,0.107,Nov-10,,713.4
6527,Andrew Bynum,LAL,23,213.36,129.27372,None,USA,2005,1,10,54,11.3,9.4,1.4,7.1,0.133,0.252,0.18,0.606,0.079,Nov-10,,610.2
6547,Trey Johnson,LAL,26,195.58,98.883056,Jackson State,USA,Undrafted,Undrafted,Undrafted,8,4.3,0.9,1.4,-7.8,0.023,0.063,0.21,0.455,0.19,Nov-10,,34.4
6561,Matt Barnes,LAL,31,200.66,102.511792,UCLA,USA,2002,2,45,53,6.7,4.3,1.3,1.3,0.084,0.164,0.166,0.569,0.112,Nov-10,,355.1
6568,Metta World Peace,LAL,31,200.66,117.93392,St. John's (NY),USA,1999,1,16,82,8.5,3.3,2.1,8.9,0.048,0.078,0.151,0.485,0.103,Nov-10,,697.0
6581,Lamar Odom,LAL,31,208.28,104.32616,Rhode Island,USA,1999,1,4,82,14.4,8.7,3.0,7.6,0.079,0.223,0.198,0.589,0.154,Nov-10,,1180.8
6597,Luke Walton,LAL,31,203.2,106.59412,Arizona,USA,2003,2,32,54,1.7,1.2,1.1,3.6,0.023,0.119,0.146,0.378,0.183,Nov-10,,91.8
6653,Pau Gasol,LAL,30,213.36,113.398,None,Spain,2001,1,3,82,18.8,10.2,3.3,8.5,0.103,0.205,0.217,0.589,0.148,Nov-10,,1541.6000000000001
6730,Jordan Hill,LAL,24,208.28,106.59412,Arizona,USA,2009,1,8,39,5.0,4.8,0.4,-2.4,0.127,0.261,0.179,0.522,0.044,Dec-11,,195.0
6763,Kobe Bryant,LAL,33,198.12,92.98636,None,USA,1996,1,13,58,27.9,5.4,4.6,3.1,0.035,0.117,0.354,0.527,0.237,Dec-11,,1618.1999999999998
6770,Josh McRoberts,LAL,25,208.28,108.86208,Duke,USA,2007,2,37,50,2.8,3.4,1.0,-6.1,0.098,0.175,0.106,0.516,0.106,Dec-11,,140.0
6828,Jason Kapono,LAL,31,203.2,97.52228,UCLA,USA,2003,2,31,27,2.0,0.5,0.4,7.6,0.01,0.048,0.114,0.476,0.062,Dec-11,,54.0
6877,Darius Morris,LAL,21,193.04,86.18248,Michigan,USA,2011,2,41,19,2.4,0.8,1.1,-13.7,0.014,0.09,0.19,0.5,0.221,Dec-11,,45.6
6887,Devin Ebanks,LAL,22,205.74,97.52228,West Virginia,USA,2010,2,43,24,4.0,2.3,0.5,-0.9,0.071,0.08,0.137,0.465,0.043,Dec-11,,96.0
6925,Christian Eyenga,LAL,23,200.66,95.25432,None,Congo,2009,1,30,7,2.4,2.0,0.7,-17.2,0.04,0.108,0.143,0.298,0.093,Dec-11,,16.8
6959,Troy Murphy,LAL,32,210.82,111.13004,Notre Dame,USA,2001,1,14,59,3.2,3.2,0.9,0.1,0.051,0.174,0.1,0.537,0.081,Dec-11,,188.8
6984,Andrew Goudelock,LAL,23,190.5,90.7184,College of Charleston,USA,2011,2,46,40,4.4,0.8,0.5,-4.2,0.014,0.068,0.228,0.488,0.085,Dec-11,,176.0
6985,Andrew Bynum,LAL,24,213.36,129.27372,None,USA,2005,1,10,60,18.7,11.8,1.4,2.3,0.107,0.258,0.237,0.594,0.074,Dec-11,,1122.0
7055,Pau Gasol,LAL,31,213.36,113.398,None,Spain,2001,1,3,65,17.4,10.4,3.6,3.5,0.087,0.217,0.22,0.547,0.17,Dec-11,,1131.0
7063,Ramon Sessions,LAL,26,190.5,86.18248,Nevada,USA,2007,2,56,64,11.3,3.3,5.5,-1.5,0.022,0.118,0.214,0.535,0.353,Dec-11,,723.2
7081,Matt Barnes,LAL,32,200.66,102.511792,UCLA,USA,2002,2,45,63,7.8,5.5,2.0,2.8,0.08,0.182,0.164,0.554,0.136,Dec-11,,491.4
7085,Metta World Peace,LAL,32,200.66,117.93392,St. John's (NY),USA,1999,1,16,64,7.7,3.4,2.2,2.1,0.048,0.09,0.156,0.478,0.127,Dec-11,,492.8
7112,Steve Blake,LAL,32,190.5,78.017824,Maryland,USA,2003,2,38,53,5.2,1.6,3.3,0.2,0.009,0.067,0.131,0.493,0.216,Dec-11,,275.6
7183,Steve Nash,LAL,39,190.5,80.739376,Santa Clara,Canada,1996,1,15,50,12.7,2.8,6.7,1.4,0.018,0.077,0.177,0.605,0.31,2012-13,2012.0,635.0
7187,Dwight Howard,LAL,27,210.82,120.20188,None,USA,2004,1,1,76,17.1,12.4,1.4,3.4,0.106,0.275,0.224,0.573,0.068,2012-13,2012.0,1299.6000000000001
7212,Steve Blake,LAL,33,190.5,78.017824,Maryland,USA,2003,2,38,45,7.3,2.9,3.8,2.1,0.02,0.101,0.133,0.573,0.227,2012-13,2012.0,328.5
7214,Robert Sacre,LAL,24,213.36,117.93392,Gonzaga,Canada,2012,2,60,32,1.3,1.1,0.2,-12.3,0.048,0.136,0.134,0.407,0.045,2012-13,2012.0,41.6
7236,Pau Gasol,LAL,32,213.36,113.398,None,Spain,2001,1,3,49,13.7,8.6,4.1,3.3,0.079,0.2,0.205,0.512,0.196,2012-13,2012.0,671.3
7290,Chris Duhon,LAL,30,185.42,86.18248,Duke,USA,2004,2,38,46,2.9,1.5,2.9,0.5,0.015,0.076,0.091,0.517,0.236,2012-13,2012.0,133.4
7300,Antawn Jamison,LAL,37,205.74,106.59412,North Carolina,USA,1998,1,4,76,9.4,4.8,0.7,2.3,0.075,0.167,0.188,0.561,0.051,2012-13,2012.0,714.4
7341,Devin Ebanks,LAL,23,205.74,97.52228,West Virginia,USA,2010,2,43,19,3.4,2.2,0.5,-6.6,0.052,0.157,0.198,0.411,0.094,2012-13,2012.0,64.6
7353,Darius Morris,LAL,22,193.04,86.18248,Michigan,USA,2011,2,41,48,4.0,1.2,1.6,0.8,0.038,0.051,0.162,0.475,0.175,2012-13,2012.0,192.0
7413,Jordan Hill,LAL,25,208.28,106.59412,Arizona,USA,2009,1,8,29,6.7,5.7,0.4,-3.8,0.181,0.198,0.191,0.533,0.05,2012-13,2012.0,194.3
7429,Jodie Meeks,LAL,25,193.04,94.347136,Kentucky,USA,2009,2,41,78,7.9,2.2,0.9,2.5,0.025,0.085,0.167,0.54,0.066,2012-13,2012.0,616.2
7461,Earl Clark,LAL,25,208.28,102.0582,Louisville,USA,2009,1,14,59,7.3,5.5,1.1,-2.6,0.069,0.193,0.159,0.51,0.073,2012-13,2012.0,430.7
7495,Metta World Peace,LAL,33,200.66,117.93392,St. John's (NY),USA,1999,1,16,75,12.4,5.0,1.5,4.9,0.046,0.115,0.176,0.517,0.067,2012-13,2012.0,930.0
7576,Kobe Bryant,LAL,34,198.12,92.98636,None,USA,1996,1,13,78,27.3,5.6,6.0,2.7,0.025,0.131,0.317,0.57,0.286,2012-13,2012.0,2129.4
7603,Andrew Goudelock,LAL,24,190.5,90.7184,College of Charleston,USA,2011,2,46,1,0.0,1.0,0.0,-88.3,0.111,0.0,0.157,0.0,0.0,2012-13,2012.0,0.0
7687,Jodie Meeks,LAL,26,193.04,94.347136,Kentucky,USA,2009,2,41,77,15.7,2.5,1.8,-8.9,0.012,0.069,0.19,0.601,0.085,2013-14,2013.0,1208.8999999999999
7700,Jordan Farmar,LAL,27,187.96,81.64656,UCLA,USA,2006,1,26,41,10.1,2.5,4.9,-3.9,0.023,0.1,0.23,0.533,0.343,2013-14,2013.0,414.09999999999997
7702,Jordan Hill,LAL,26,208.28,106.59412,Arizona,USA,2009,1,8,72,9.7,7.4,0.8,-9.5,0.139,0.248,0.198,0.579,0.063,2013-14,2013.0,698.4
7829,Chris Kaman,LAL,32,213.36,120.20188,Central Michigan,USA,2003,1,6,39,10.4,5.9,1.5,-3.7,0.078,0.241,0.263,0.537,0.14,2013-14,2013.0,405.6
7864,Ryan Kelly,LAL,23,210.82,104.32616,Duke,USA,2013,2,48,59,8.0,3.7,1.6,-3.3,0.035,0.145,0.159,0.548,0.104,2013-14,2013.0,472.0
7879,Shawne Williams,LAL,28,205.74,104.32616,Memphis,USA,2006,1,17,36,5.6,4.6,0.8,1.6,0.036,0.196,0.132,0.503,0.058,2013-14,2013.0,201.6
7906,Robert Sacre,LAL,25,213.36,117.93392,Gonzaga,Canada,2012,2,60,65,5.4,3.9,0.8,-5.7,0.079,0.174,0.155,0.513,0.072,2013-14,2013.0,351.0
7931,Wesley Johnson,LAL,26,200.66,97.52228,Syracuse,USA,2010,1,4,79,9.1,4.4,1.6,-7.6,0.033,0.132,0.151,0.522,0.082,2013-14,2013.0,718.9
7937,Xavier Henry,LAL,23,198.12,99.79024,Kansas,USA,2010,1,12,43,10.0,2.7,1.2,-1.1,0.029,0.104,0.227,0.511,0.09,2013-14,2013.0,430.0
7945,Steve Nash,LAL,40,190.5,80.739376,Santa Clara,Canada,1996,1,15,15,6.8,1.9,5.7,-9.3,0.012,0.086,0.186,0.488,0.428,2013-14,2013.0,102.0
7989,Manny Harris,LAL,24,195.58,83.91452,Michigan,USA,Undrafted,Undrafted,Undrafted,9,8.1,3.8,1.2,-10.9,0.04,0.163,0.211,0.485,0.104,2013-14,2013.0,72.89999999999999
7991,MarShon Brooks,LAL,25,195.58,90.7184,Providence,USA,2011,1,25,35,4.5,1.5,0.7,4.2,0.036,0.149,0.232,0.551,0.121,2013-14,2013.0,157.5
8007,Kendall Marshall,LAL,22,193.04,88.45044,North Carolina,USA,2012,1,13,54,8.0,2.9,8.8,-5.7,0.011,0.093,0.163,0.494,0.426,2013-14,2013.0,432.0
8010,Kent Bazemore,LAL,24,195.58,91.171992,Old Dominion,USA,Undrafted,Undrafted,Undrafted,67,6.0,1.7,1.4,-11.8,0.011,0.13,0.222,0.515,0.167,2013-14,2013.0,402.0
8021,Kobe Bryant,LAL,35,198.12,92.98636,None,USA,1996,1,13,6,13.8,4.3,6.3,-10.5,0.013,0.144,0.293,0.505,0.369,2013-14,2013.0,82.80000000000001
8035,Nick Young,LAL,29,200.66,95.25432,Southern California,USA,2007,1,16,64,17.9,2.6,1.5,-2.2,0.017,0.082,0.27,0.564,0.091,2013-14,2013.0,1145.6
8052,Pau Gasol,LAL,33,213.36,113.398,None,Spain,2001,1,3,60,17.4,9.7,3.4,-9.1,0.071,0.254,0.264,0.522,0.184,2013-14,2013.0,1044.0
8138,Ryan Kelly,LAL,24,210.82,104.32616,Duke,USA,2013,2,48,52,6.4,2.8,1.8,-7.4,0.011,0.123,0.143,0.473,0.113,2014-15,2014.0,332.8
8147,Ronnie Price,LAL,32,187.96,86.18248,Utah Valley,USA,Undrafted,Undrafted,Undrafted,43,5.1,1.6,3.8,-3.1,0.021,0.059,0.134,0.455,0.244,2014-15,2014.0,219.29999999999998
8151,Robert Sacre,LAL,26,213.36,122.46984,Gonzaga,Canada,2012,2,60,67,4.6,3.5,0.8,-2.6,0.082,0.143,0.15,0.449,0.076,2014-15,2014.0,308.2
8196,Nick Young,LAL,30,200.66,95.25432,Southern California,USA,2007,1,16,42,13.4,2.3,1.0,-2.8,0.018,0.089,0.257,0.52,0.071,2014-15,2014.0,562.8000000000001
8249,Vander Blue,LAL,22,193.04,90.7184,Marquette,USA,Undrafted,Undrafted,Undrafted,2,11.0,4.5,4.0,-23.0,0.024,0.123,0.205,0.342,0.178,2014-15,2014.0,22.0
8297,Tarik Black,LAL,23,210.82,116.573144,Kansas,USA,Undrafted,Undrafted,Undrafted,63,6.0,5.8,0.7,-2.8,0.131,0.229,0.141,0.583,0.059,2014-15,2014.0,378.0
8337,Wayne Ellington,LAL,27,193.04,90.7184,North Carolina,USA,2009,1,28,65,10.0,3.2,1.6,-3.4,0.02,0.117,0.186,0.504,0.101,2014-15,2014.0,650.0
8338,Wesley Johnson,LAL,27,200.66,97.52228,Syracuse,USA,2010,1,4,76,9.9,4.2,1.6,-6.8,0.032,0.129,0.164,0.509,0.084,2014-15,2014.0,752.4
8345,Xavier Henry,LAL,24,198.12,99.79024,Kansas,USA,2010,1,12,9,2.2,0.4,0.3,8.0,0.024,0.031,0.139,0.424,0.048,2014-15,2014.0,19.8
8355,Ed Davis,LAL,26,208.28,108.86208,North Carolina,USA,2010,1,13,79,8.3,7.6,1.2,-7.4,0.134,0.234,0.147,0.594,0.082,2014-15,2014.0,655.7
8362,Dwight Buycks,LAL,26,190.5,86.18248,Marquette,USA,Undrafted,Undrafted,Undrafted,6,8.7,2.0,2.3,-13.6,0.018,0.092,0.21,0.586,0.206,2014-15,2014.0,52.199999999999996
8425,Carlos Boozer,LAL,33,205.74,117.026736,Duke,USA,2002,2,34,71,11.8,6.8,1.3,-9.2,0.07,0.248,0.235,0.517,0.101,2014-15,2014.0,837.8000000000001
8477,Julius Randle,LAL,20,205.74,113.398,Kentucky,USA,2014,1,7,1,2.0,0.0,0.0,-74.1,0.0,0.0,0.17,0.258,0.0,2014-15,2014.0,2.0
8483,Jordan Hill,LAL,27,208.28,106.59412,Arizona,USA,2009,1,8,70,12.0,7.9,1.5,-10.9,0.097,0.232,0.225,0.494,0.096,2014-15,2014.0,840.0
8486,Jordan Clarkson,LAL,23,195.58,83.91452,Missouri,USA,2014,2,46,59,11.9,3.2,3.5,-8.6,0.04,0.109,0.234,0.528,0.243,2014-15,2014.0,702.1
8516,Kobe Bryant,LAL,36,198.12,96.161504,None,USA,1996,1,13,35,22.3,5.7,5.6,-12.2,0.022,0.166,0.343,0.477,0.3,2014-15,2014.0,780.5
8545,Jabari Brown,LAL,22,195.58,97.068688,Missouri,USA,Undrafted,Undrafted,Undrafted,19,11.9,1.9,2.1,-13.4,0.006,0.071,0.186,0.547,0.113,2014-15,2014.0,226.1
8573,Jeremy Lin,LAL,26,190.5,90.7184,Harvard,USA,Undrafted,Undrafted,Undrafted,74,11.2,2.6,4.6,-6.7,0.015,0.101,0.217,0.539,0.279,2014-15,2014.0,828.8
8684,Jordan Clarkson,LAL,24,195.58,87.996848,Missouri,USA,2014,2,46,79,15.5,4.0,2.4,-13.1,0.037,0.096,0.228,0.516,0.139,2015-16,2015.0,1224.5
8739,Brandon Bass,LAL,31,203.2,113.398,Louisiana State,USA,2005,2,33,66,7.2,4.3,1.1,-2.6,0.085,0.153,0.138,0.619,0.088,2015-16,2015.0,475.2
8746,Anthony Brown,LAL,23,200.66,95.25432,Stanford,USA,2015,2,34,29,4.0,2.4,0.7,-4.3,0.015,0.116,0.11,0.427,0.048,2015-16,2015.0,116.0
8782,D'Angelo Russell,LAL,20,195.58,88.45044,Ohio State,USA,2015,1,2,80,13.2,3.4,3.3,-13.0,0.021,0.113,0.241,0.507,0.213,2015-16,2015.0,1056.0
8844,Roy Hibbert,LAL,29,218.44,122.46984,Georgetown,USA,2008,1,17,81,5.9,4.9,1.2,-18.0,0.071,0.154,0.13,0.507,0.082,2015-16,2015.0,477.90000000000003
8851,Ryan Kelly,LAL,25,210.82,104.32616,Duke,USA,2013,2,48,36,4.2,3.4,0.6,-0.9,0.046,0.229,0.176,0.44,0.07,2015-16,2015.0,151.20000000000002
8864,Robert Sacre,LAL,27,213.36,122.46984,Gonzaga,Canada,2012,2,60,25,3.5,2.9,0.6,-6.6,0.097,0.138,0.138,0.474,0.072,2015-16,2015.0,87.5
